Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Winona County                   ,4,2,2,2,19-50,67692,16.27,1120,1056,549,1001,774,563,578
Wright County                   ,4,2,1.5,2,19-50,85712,27.47,962,1038,585,1894,907,803,954
Wright County                   ,4,2,2,2,19-50,101435,24.38,1924,1038,585,1894,907,803,1302
Wright County                   ,4,2,1,2,19-50,69507,33.42,0,1038,585,1894,907,803,565
Wright County                   ,4,1,1,3,19-50,96394,46.34,1924,1033,572,1894,822,801,987
Yellow Medicine County          ,4,2,1,2,19-50,51165,24.6,0,1089,549,1021,823,578,204
Yellow Medicine County          ,4,1,1,3,19-50,57787,27.78,778,1084,535,1021,748,576,74
Yellow Medicine County          ,4,2,1.5,2,19-50,58155,18.64,389,1089,549,1021,823,578,397
Yellow Medicine County          ,4,2,2,2,19-50,64047,15.4,778,1089,549,1021,823,578,499
Aitkin County                   ,5,1,1,4,19-50,75757,36.42,1438,1272,546,1015,995,626,421
Aitkin County                   ,5,2,2,3,19-50,79266,19.05,1438,1275,559,1015,1101,627,591
Aitkin County                   ,5,2,1.5,3,19-50,67644,21.68,719,1275,559,1015,1101,627,341
Aitkin County                   ,5,2,1,3,19-50,55333,26.6,0,1275,559,1015,1101,627,34
Anoka County                    ,5,1,1,4,19-50,102369,49.22,2074,1279,582,1894,774,869,1059
Anoka County                    ,5,2,1.5,3,19-50,87091,27.91,1037,1281,596,1894,851,869,730
Anoka County                    ,5,2,2,3,19-50,104430,25.1,2074,1281,596,1894,851,869,1137
Anoka County                    ,5,2,1,3,19-50,69731,33.52,0,1281,596,1894,851,869,320
Becker County                   ,5,2,2,3,19-50,65524,15.75,777,1276,559,1016,908,628,296
Becker County                   ,5,2,1.5,3,19-50,58998,18.91,389,1276,559,1016,908,628,141
Becker County                   ,5,1,1,4,19-50,61893,29.76,777,1274,546,1016,825,627,93
Becker County                   ,5,2,1,3,19-50,51793,24.9,0,1276,559,1016,908,628,-71
